gtin;gln;ndFreeOfAlcohol;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
"8;71043E+12";"8;7104E+12";TRUE;(te) krachtige Ontbijtkoek;Ontbijtkoek;;Snelle Jelle Ontbijtkoek 275 gram Verpakkingsband;"Ingrediënten: Glucose-fructosestroop, ROGGEbloem, suiker, specerijen, kaneel, zonnebloemolie, rijsmiddelen (natriumwaterstofcarbonaat, dinatriumdifosfaat).

Kan sporen bevatten van: NOTEN"
"8;71043E+12";"8;7104E+12";TRUE;(te) krachtige Kruidkoek;Kruidkoek;Snelle Jelle Kruidkoek Minder Suiker;Snelle Jelle Kruidkoek Minder Suiker 250 gram Verpakkingsband;"Ingrediënten: ROGGEbloem, glucose-fructosestroop, cichorei wortel vezel, stabilisator (glycerol), specerijen, kaneel, zonnebloemolie, rijsmiddelen (natriumwaterstofcarbonaat, dinatriumdifosfaat). 

Kan sporen bevatten van: NOTEN"
"8;71043E+12";"8;7104E+12";TRUE;Zero toegevoegd suiker Kruidkoek;ontbijtkoek;Kruidkoek;Snelle Jelle Zero ontbijtkoek 168 gram;"Ingrediënten: ROGGEbloem, cichorei wortel vezel, zoetstof (xylitol), stabilisator (glucerol), specerijen, kaneel, zonnebloemolie, rijsmiddellen (natriumwaterstofcarbonaat, dinatriumdifosfaat).

Kan sporen bevatten van: NOTEN."
"8;71043E+12";"8;7104E+12";TRUE;Kruidkoek;kruidkoek;Snelle Jelle Zero;Snelle Jelle Zero kruidkoek snelle jelle 42 gram;"Ingrediënten: ROGGEbloem, voedingsvezel (oligofructose), zoetstof (xylitol), stabilisator (glycerol), specerijen, kaneel, rijsmiddel (natriumbicarbonaat, zuurnatriumpyrofosfaat), zonnebloemolie, rijstebloem.

Wordt gemaakt in een bakkerij waar ook noten worden verwerkt."
"8;71043E+12";"8;7104E+12";TRUE;Noten. zaden & fruitkoek;Kruidkoek;;Snelle Jelle Kruidkoek Goed Gevuld Noten. Fruit en Zaden 4 stuks Multi-pack;Ingrediënten: Meergranen 31% (ROGGEbloem, HAVERvlokken, GERSTEmout), glucose-fructosestroop,  vruchten (rozijnen 8%, appel 3%), noten (HAZELNOTEN 4%, AMANDELEN 4%, PECANNOTEN 1%), pompoenpitten 4%, specerijen, kaneel, zonnebloemolie, rijsmiddelen (natriumwaterstofcarbonaat, dinatriumdifosfaat), suiker.
"8;7104E+12";"8;7104E+12";TRUE;Gemarineerde aardappelchips met thaise zoete chilismaak;Aardappelchips;LAY'S SENSATIONS THAI SWEET CHILLI FLAVOUR 40GR;Lay's Sensations Thai Sweet Chilli Chips 40 gr;Ingrediënten: aardappelen, zonnebloemolie, Thaise zoete chilismaak [suiker, paneermeel (van TARWE), tomatenpoeder, kaliumchloride, uienpoeder, gehydroliseerd plantaardig eiwit (bevat SOJA), LACTOSEPOEDER (van MELK), aroma's, knoflookpoeder, SOJA, TARWE, peterselie, rode peper, kleurstof (paprika-extract)], zout, calcium chloride.
"8;7104E+12";"8;7104E+12";TRUE;Granen crackers met tomaat en lente-uismaak;Tarwesnack;LAY'S OVEN BAKED CRUNCHY BISCUITS TOMATO & SPRING ONION FLAVOUR 90GR;Lay's Oven Biscuits Tomaat & Onion 90 gr;Ingrediënten: volkoren granen (TARWE en HAVERVLOKKEN), TARWEBLOEM, glucose-fructosesiroop, koolzaadolie, zetmeel, maïsmeel, tomaat en lente-uismaak [karnemelkpoeder (van MELK), uienpoeder, zout, tomatenpoeder, aroma's (bevat MELK), smaakversterkers (mononatrium glutamaat, dinatrium 5'- ribonucleotiden), weipermeaat (van MELK), kaaspoeder (van MELK), groene en rode paprika, suiker, kruiden, knoflookpoeder, zuurteregelaars (melkzuur, citroenzuur), kleurstof (annatto bixin)], TARWEZEMELEN, geroosterde TARWEKIEMEN, rijsmiddelen (natriumbicarbonaat, monocalciumfosfaat), emulgator (SOJAlecithine), gistpoeder, suiker, zout.
"8;7104E+12";"8;7104E+12";TRUE;Gezouten aardappelchips;Aardappelchips;LAY'S NATUREL 225GR;Lay's Naturel Chips 225 gr;Ingredienten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), zout.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met paprikasmaak;Aardappelchips;LAY'S PAPRIKA FLAVOUR 225GR;Lay's Paprika Chips 225 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), paprikasmaak [suiker, zout, paneermeel (van TARWE), paprika, MELKWEI-permeaat, uienpoeder, kaliumchloride, aroma's, knoflookpoeder, johannesbroodpitmeel, kleurstof (paprika-extract), rookaroma's, voedingszuren (citroenzuur en appelzuur)].
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met kaas- en uismaak;Aardappelchips;LAY'S CHEESE ONION FLAVOUR 225GR;Lay's Cheese Onion Chips 225 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), kaas- en uismaak [weipermeaat (van MELK), zout, suiker, aroma (bevat MELK), rijstebloem, uienpoeder, zuurteregelaars (citroenzuur, appelzuur), weiproteïne (van MELK), knoflookpoeder, Cheddar kaaspoeder (van MELK), kleurstoffen (annatto bixin, paprika extract), maltodextrine, weipoeder (van MELK), magere MELKpoeder].
"8;7104E+12";"8;7104E+12";TRUE;Gemarineerde aardappelchips met zoete paprikasmaak;Aardappelchips;LAY'S SENSATIONS RED SWEET PAPRIKA FLAVOUR 150GR;Lay's Sensations Red Sweet Paprika Chips 150 gr;Ingrediënten: aardappelen, zonnebloemolie, paprikasmaak [paneermeel (van TARWE), suiker, weipoeder (van MELK), paprikapoeder, dextrose (van TARWE), KARNEMELKPOEDER, fructose, uipoeder, kaliumchloride, aroma's (bevat cafeïne), gehydroliseerd plantaardig eiwit (bevat SOJA), knoflookpoeder, rookaroma's, kleurstof (paprika-extract), zuurteregelaars (citroen- en appelzuur)], zout, calciumchloride.
"8;7104E+12";"8;7104E+12";TRUE;Gemarineerde aardappelchips met thaise zoete chilismaak;Aardappelchips;LAY'S SENSATIONS THAI SWEET CHILLI FLAVOUR 150GR;Lay's Sensations Thai Sweet Chilli Chips 150 gr;Ingrediënten: aardappelen, zonnebloemolie, Thaise zoete chilismaak [suiker, paneermeel (van TARWE), tomatenpoeder, kaliumchloride, uienpoeder, gehydroliseerd plantaardig eiwit (bevat SOJA), LACTOSEPOEDER (van MELK), aroma's, knoflookpoeder, SOJA, TARWE, peterselie, rode peper, kleurstof (paprika-extract)], zout, calcium chloride.
"8;7104E+12";"8;7104E+12";TRUE;Gemarineerde aardappelchips met hete peper- en roomsmaak;Aardappelchips;LAY'S SENSATIONS MEXICAN PEPPERS & CREAM FLAVOUR 150GR;Lay's Sensations Mexican Pepper Chips 150 gr;Ingrediënten: aardappelen, zonnebloemolie, hete peper- en roomsmaak [suiker, aroma's (bevat MELK), zure room poeder (van MELK), weipoeder (van MELK), specerijen (bevat chillipoeder, paprika), voedingszuur (citroenzuur), kleurstof (paprika extract)], zout, calciumchloride.
"8;7104E+12";"8;7104E+12";TRUE;Ovengebakken aardappelchips met zeezout;Ovengebakken Aardappelchips;LAY'S OVEN BAKED NATUREL 150GR;Lay's Oven Naturel Chips 150 gr;Ingrediënten: aardappelvlokken (65%) en -zetmeel (14%), zonnebloemolie, suiker, zeezout smaak [zeezout, zout, aroma's], emulgator (zonnebloemlecithine), kleurstof (annatto norbixin).
"8;7104E+12";"8;7104E+12";TRUE;Ovengebakken aardappelchips met mediterraanse kruidensmaak;Ovengebakken Aardappelchips;LAY'S OVEN BAKED MEDITERRANEAN HERBS FLAVOUR 150GR;Lay's Oven Mediterraanse Kruiden Chips 150 gr;Ingrediënten: aardappelvlokken (63%) en -zetmeel (14%), zonnebloemolie, mediterraanse kruidensmaak [weipoeder (bevat MELK), aroma's (bevat MELK), zout, specerijen en kruiden (bevat ui, basilicum, knoflook, tijm, peterselie, rozemarijn), kaliumchloride, suiker, kleurstof (paprika-extract), voedingszuur (citroenzuur)], suiker, emulgator (zonnebloemlecithine), kleurstof (annatto norbixin).
"8;7104E+12";"8;7104E+12";TRUE;Ovengebakken aardappelchips met roasted paprikasmaak;Ovengebakken Aardappelchips;LAY'S OVEN BAKED ROASTED PAPRIKA FLAVOUR 150GR;Lay's Oven Paprika Chips 150 gr;Ingrediënten: aardappelvlokken (63%) en -zetmeel (14%), zonnebloemolie, paprikasmaak [suiker, paprikapoeder, zout, weipermeaat (van MELK), uipoeder, kaliumchloride, aroma's, kleurstof (paprika-extract), knoflookpoeder, johannesbroodpitmeel, zuurteregelaars (citroenzuur, appelzuur), rookaroma], suiker, emulgator (zonnebloemlecithine), kleurstof (annatto norbixin).
"8;7104E+12";"8;7104E+12";TRUE;Ovengebakken aardappelchips met barbecuesmaak;Ovengebakken Aardappelchips;LAY'S OVEN BAKED BARBECUE FLAVOUR 150GR;Lay's Oven BBQ Chips 150 gr;Ingrediënten: aardappelvlokken (63%) en -zetmeel (14%), zonnebloemolie, barbecuesmaak [suiker, zout, aroma's, dextrose, paprikapoeder, uienpoeder, kaliumchloride, tomaten- en knoflookpoeder, zuurteregelaars (citroenzuur, appelzuur), peterselie, kleurstof (paprika-extract), rookaroma], suiker, emulgator (zonnebloemlecithine), kleurstof (annatto norbixin).
"8;7104E+12";"8;7104E+12";TRUE;Gezouten aardappelchips met verlaagd vetgehalte;Aardappelchips;LAY'S LIGHT NATUREL 170GR;Lay's Light Naturel Chips 170 gr;Ingrediënten: aardappelen, zonnebloemolie (21%), zout.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met verlaagd vetgehalte met paprikasmaak;Aardappelchips;LAY'S LIGHT PAPRIKA FLAVOUR 170GR;Lay's Light Paprika Chips 170 gr;Ingrediënten: aardappelen, zonnebloemolie (20%), paprikasmaak [suiker, zout, paneermeel (TARWE), paprika, MELKWEI-permeaat, uienpoeder, kaliumchloride, aroma's, knoflookpoeder, johannesbroodpitmeel, kleurstof (paprika-extract), rookaroma's, voedingszuur (citroenzuur, appelzuur)].
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met patatje Joppiesmaak;Aardappelchips;LAY'S PATATJE JOPPIE FLAVOUR 225GR;Lay's Patatje Joppie Chips 225 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), patatje Joppiesmaak [aroma's (bevat BOTERVET, SELDERIJ- en MOSTERD extract), suiker, ui, paprika, knoflook, kaliumchloride, specerijen en kruiden, kaneel], zout.
"8;7104E+12";"8;7104E+12";TRUE;Granen crackers met paprika & mediterraanse kruidensmaak;Tarwesnack;LAY'S OVEN BAKED CRUNCHY BISCUITS PAPRIKA & MEDITERRANEAN HERBS FLAVOUR 90GR;Lay's Oven Biscuits Paprika & Kruiden 90 gr;Ingrediënten: volkoren granen (TARWE en HAVERVLOKKEN), TARWEBLOEM, glucose-fructosesiroop, koolzaadolie, zetmeel, maïsmeel, paprika & Mediterraanse kruidensmaak [weipoeder (van MELK), zout, suiker, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), dextrose, uienpoeder, kaliumchloride, peterselie, rode peper en -paprika, aroma's, kleurstof (paprika-extract)], TARWEZEMELEN, geroosterde TARWEKIEMEN, rijsmiddelen (calciumfosfaat, natriumcarbonaat), emulgator (SOJAlecithine), gistpoeder, suiker, zout.
"8;7104E+12";"8;7104E+12";TRUE;Tarwe aardappelzoutjes met olijfolie en kruidensmaak;Aardappelsnack;LAY'S OVEN BAKED CRISPY THINS OLIVE OIL & HERBS FLAVOUR 90GR;Lay's Oven Crispy Thins Olijf & Kruiden 90 gr;Ingrediënten: TARWEBLOEM, aardappelvlokken (bevat SULFIET), zonnebloemolie, glucosesiroop, aardappelzetmeel, olijfolie en kruidensmaak [zout, gistextract, dextrose, weipoeder (van MELK), suiker, kaaspoeder (van MELK), kruiden (0,2%)(basilicum, peterselie, oregano), aroma’s, knoflookpoeder, olijfolie (0,1%), kleurstof (curcumine)], maltodextrine, rijsmiddelen (natriumbicarbonaat, calciumfosfaten, natriumfosfaten), emulgator (SOJALECITHINE). Kan sporen bevatten van sesam en ei.
"8;7104E+12";"8;7104E+12";TRUE;Tarwe aardappelzoutjes met emmentalsmaak;Aardappelsnack;LAY'S OVEN BAKED CRISPY THINS EMMENTAL CHEESE FLAVOUR 90GR;Lay's Oven Crispy Thins Emmentaler Kaas 90 gr;Ingrediënten: TARWEBLOEM, aardappelvlokken (bevat SULFIET), zonnebloemolie, glucosesiroop, aardappelzetmeel, Emmentalsmaak [kaaspoeder (waarvan Emmental poeder) (van MELK), zout, weipoeder (van MELK), suiker, aroma, kleurstof (paprika-extract)], maltodextrine, rijsmiddelen (natriumbicarbonaat, calciumfosfaten, natriumfosfaten), emulgator (SOJALECITHINE). Kan sporen bevatten van sesam en ei.
"8;7104E+12";"8;7104E+12";TRUE;Maïs- en aardappelzoutje met baconsmaak;Maissnack;;Lay's Grills Chips 125 gr;"Ingrediënten: maïs, aardappelpoeder, koolzaadolie, baconsmaak [dextrose, emulgator (mono- en diglyceriden van vetzuren), KARNEMELKPOEDER, aroma, smaakversterkers (mononatriumglutamaat, dinatrium-5'- ribonucleotiden), LACTOSE (van MELK), TARWEbloem (bevat calcium, ijzer, niacine, thiamine), gistpoeder, glucosestroop (van TARWE), gehydrolyseerd SOJA-eiwit, MELKEIWIT, kleurstof (paprika-extract), palmolie, rookaroma], zout
"
"8;7104E+12";"8;7104E+12";TRUE;Aardappelzoutje met kaas- en paprikasmaak;Aardappelsnack;LAY'S MAMA MIA'S CHEESE PAPRIKA FLAVOUR 125GR;Lay's Mama Mia's Paprika Kaas Chips 125 gr;Ingrediënten: aardappelpoeder, aardappelzetmeel, zonnebloemolie, kaas- en paprikasmaak [aroma (bevat KAAS, ui- en knoflookpoeder, paprikapoeder), weipoeder (van MELK), smaakversterker (mononatriumglutamaat), voedingszuur (citroenzuur)], zout.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met kaassmaak;Maissnack;LAY'S BUGLES NACHO CHEESE FLAVOUR 125GR;Lay's Bugles Nacho Cheese Chips 125 gr;Ingrediënten: maïs, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), zout, natuurlijk aroma (zwarte peper, rozemarijn, kurkuma, room en kaas (van MELK)), uien-, tomaat-, kaaspoeder (van MELK), knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelzoutje met hartige smaak;Aardappelsnack;LAY'S POMTIPS ORIGINAL 125GR;Lay's Pomtips Naturel Chips 125 gr;Ingrediënten: aardappelpoeder (bevat SULFIETEN), maïs, koolzaadolie, hartige smaak [aroma (bevat MELK, GERST, SELDERIJ), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat)], zout. Dit product kan soja en tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met kaassmaak;Maissnack;LAY'S BUGLES NACHO CHEESE FLAVOUR 75GR;Lay's Bugles Nacho Cheese Chips 75 gr;Ingrediënten: maïs, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), zout, natuurlijk aroma (zwarte peper, rozemarijn, kurkuma, room en kaas (van MELK)), uien-, tomaat-, kaaspoeder (van MELK), knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met kaassmaak;Maissnack;LAY'S BUGLES NACHO CHEESE FLAVOUR 30GR;Lay's Bugles Nacho Cheese Chips 30 gr;Ingrediënten: maïs, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), zout, natuurlijk aroma (zwarte peper, rozemarijn, kurkuma, room en kaas (van MELK)), uien-, tomaat-, kaaspoeder (van MELK), knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïs- en tarwezoutje met ham- en kaassmaak;Maissnack;LAY'S HAMKA'S MINI ORIGINAL 80GR;Lay's Mini Hamka's Chips 80 gr;Ingrediënten: maïs, koolzaadolie, TARWEBLOEM, ham- en kaassmaak [aroma (bevat TARWE en MELK), KAASPOEDER (van MELK), emulgator (mono- en diglyceriden van vetzuren), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), suiker, kaliumchloride, specerijen, uienpoeder, rookaroma, kleurstof (paprika-extract), voedingszuur (citroenzuur)], zout. Dit product kan soja bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïs- en tarwezoutje met ham- en kaassmaak;Maissnack;LAY'S HAMKA'S MINI ORIGINAL 37GR;Lay's Mini Hamka's Chips 37 g;Ingrediënten: maïs, koolzaadolie, TARWEBLOEM, ham- en kaassmaak [aroma (bevat TARWE en MELK), KAASPOEDER (van MELK), emulgator (mono- en diglyceriden van vetzuren), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), suiker, kaliumchloride, specerijen, uienpoeder, rookaroma, kleurstof (paprika-extract), voedingszuur (citroenzuur)], zout. Dit product kan soja bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met zoete chillismaak;Maissnack;LAY'S BUGLES SWEET CHILLI FLAVOUR 125GR;Lay's Bugles Sweet Chilli Chips 125 gr;Ingrediënten: maïs, zonnebloemolie, zoete chillismaak [gehydrolyseerd plantaardig eiwit (van SOJA), fructose, smaakversterkers (mononatriumglutamaat, dinatrium-5’-ribonucleotiden), aroma (bevat SELDERIJ-extract, MOSTERDOLIE, LACTOSE (van MELK), TARWE), zuurteregelaars (natriumdiacetaat, appelzuur), maltodextrine, uipoeder, kaliumchloride, specerijen, kleurstof (paprika-extract)], zout.
"8;7104E+12";"8;7104E+12";TRUE;Gezouten aardappelchips;Aardappelchips;LAY'S NATUREL 335GR;Lay's Naturel Chips 335 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), zout.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met paprikasmaak;Aardappelchips;LAY'S PAPRIKA FLAVOUR 335GR;Lay's Paprika Chips 335 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), paprikasmaak [suiker, zout, paneermeel (van TARWE), paprika, MELKWEI-permeaat, uienpoeder, kaliumchloride, aroma's, knoflookpoeder, johannesbroodpitmeel, kleurstof (paprika-extract), rookaroma's, voedingszuur (citroenzuur en appelzuur)].
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met kaas- en uismaak;Aardappelchips;LAY'S CHEESE ONION FLAVOUR 335GR;Lay's Cheese Onion Chips 335 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), kaas- en uismaak [weipermeaat (van MELK), zout, suiker, aroma (bevat MELK), rijstebloem, uienpoeder, zuurteregelaars (citroenzuur, appelzuur), weiproteïne (van MELK), knoflookpoeder, Cheddar kaaspoeder (van MELK), kleurstoffen (annatto bixin, paprika-extract), maltodextrine, weipoeder (van MELK), magere MELKpoeder].
"8;7104E+12";"8;7104E+12";TRUE;Mix van maïs- en aardappelzoutjes met paprikasmaak;Aardappelsnack;LAY'S MIXUPS PAPRIKA FLAVOUR 125GR;Lay's Mixups Paprika Chips 125 gr;Ingrediënten: maïsgrit, zonnebloemolie, aardappelzetmeel, aardappelgranulaat (bevat SULFIETEN), gedroogde aardappel, koolzaadolie, rijstmeel, zout, suiker, rijsmiddel (natriumbicarbonaat), specerijen, kleurstoffen (curcumine, annatto bixin, paprika-extract), paprikasmaak [aroma, ui, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), gehydrolyseerd plantaardig eiwit (bevat SOJA), kaliumchloride, fructose, tomaat, specerijen, glucosestroop, LACTOSE (van MELK), kleurstoffen (bietenrood, sulfiet-ammoniakkaramel), tapioca, voedingszuur (citroenzuur), knoflook, antioxidant (rozemarijnextract), rookaroma's (bevat GERST), kruiden]. Dit product kan tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Mix van maïs- en aardappelzoutjes met hartige smaak;Aardappelsnack;LAY'S MIXUPS NATUREL 125GR;Lay's Mixups Naturel Chips 125 gr;Ingrediënten: maïsmeel, zetmeel, aardappelgranulaat, (bevat SULFIETEN), zonnebloemolie, gedroogde aardappel, koolzaadolie, rijstmeel, zout, suiker, kleurstoffen (curcumine, paprika-extract, annatto bixin), emulgatoren (mono- en diglyceriden van vetzuren), hartige smaak [weipoeder (van MELK), aroma's (bevat TARWE), dextrose, ui-, knoflook- en paprikapoeder, kaaspoeder (van MELK), zwarte- en witte peper, specerijen, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, natriuminosinaat), voedingszuur (citroenzuur), kaliumchloride, zuurteregelaar (natriumdiacetaat)]. Dit product kan soja bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Mix van maïs- en aardappelzoutjes met kaassmaak;Aardappelsnack;MIXUPS CHEESE FLAVOUR 125GR;Lay's Mixups Kaas Chips 125 gr;Ingrediënten: maïs, aardappelen, plantaardige oliën (maïs, zonnebloem, in wisselende hoeveelheden), kaassmaak [aroma's (MELK, SOJA), kaaspoeder (MELK), weipoeder (MELK), TARWEBLOEM, tomatenpoeder, ui en knoflook, KARNEMELKPOEDER, MELKEIWIT, smaakversterkers (mononatriumglutamaat, - guanylaat, -inosinaat), kaliumchloride, voedingszuur (melk- en citroenzuur), kleurstoffen (paprika-extract, annatto bixin, karamel), specerijen, suiker, magere MELKPOEDER, zout, rookaroma], rijsmiddel (natriumbicarbonaat). 
"8;7104E+12";"8;7104E+12";TRUE;Maïs- en tarwezoutje met ham- en kaassmaak;Maissnack;LAY'S HAMKA'S ORIGINAL 170GR;Lay's Hamka's Chips 170 gr;Ingrediënten: maïs, koolzaadolie, TARWEBLOEM, ham- en kaassmaak [aroma (bevat TARWE en MELK), KAASPOEDER (van MELK), emulgator (mono- en diglyceriden van vetzuren), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), suiker, kaliumchloride, specerijen, uienpoeder, rookaroma, kleurstof (paprika-extract), voedingszuur (citroenzuur)], zout. Dit product kan soja bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelzoutje met hartige smaak;Aardappelsnack;LAY'S WOKKELS NATUREL 100GR;Lay's Wokkels Naturel Chips 100 gr;Ingrediënten: aardappelzetmeel, aardappelpoeder, zonnebloemolie, rijstebloem, hartige smaak [weipoeder (van MELK), dextrose, aroma (bevat BOTERZUREN (van MELK), ui, paprika, KAASPOEDER), smaakversterkers (mononatriumglutamaat, dinatriumguanylaat), kaliumchloride, voedingszuur (citroenzuur)], zout, kleurstoffen (curcumine, annatto bixin). Kan sporen van soja bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Aardappelzoutje met paprikasmaak;Aardappelsnack;LAY'S WOKKELS PAPRIKA FLAVOUR 100GR;Lay's Wokkels Paprika Chips 100 gr;Ingrediënten: aardappelzetmeel, aardappelpoeder, zonnebloemolie, rijstebloem, paprikasmaak [aroma (bevat uipoeder, paprikapoeder), suiker, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), specerijen, eiwit hydrolysaat (van SOJA), voedingszuur (citroenzuur)], zout, kleurstoffen (paprika-extract, curcumine, annatto bixin).
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met Heinz Tomato Ketchupsmaak;Aardappelchips;;Lay's Heinz Tomaten Ketchup Chips 225 gr;"Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), Heinz Tomato Ketchupsmaak [suiker, aroma's, weipoeder (van MELK), tomatenpoeder, kaliumchloride, voedingszuur (citroenzuur), kleurstof (paprika-extract)], zout
"
"8;7104E+12";"8;7104E+12";TRUE;Aardappelchips met piccalillysmaak;Aardappelchips;LAY'S PICKLES FLAVOUR 225GR;Lay's Pickles Chips 225 gr;Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), piccalillysmaak [LACTOSE (van MELK), suiker, zuurteregelaars (natrium- diacetaat en citroenzuur), aroma (bevat specerijen, MOSTERD, zure roompoeder (van MELK)), gehydroliseerd plantaardig eiwit (van SOJA)], zout.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met hartige smaak;Maissnack;LAY'S BUGLES NATUREL 125GR;Lay's Bugles Naturel Chips 125 gr;Ingrediënten: maïs, zonnebloemolie, maltodextrine, hartige smaak [zout, natuurlijk aroma (bevat zwarte peper), suiker, uienpoeder, zuurteregelaars (citroenzuur, natriumacetaat), knoflookpoeder, kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten.
"8;7104E+12";"8;7104E+12";TRUE;Maïszoutje met kaassmaak;Maissnack;LAY'S BUGLES NACHO CHEESE FLAVOUR 180GR;Lay's Bugles Nacho Cheese Chips 180 gr;Ingrediënten: maïs, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), zout, natuurlijk aroma (zwarte peper, rozemarijn, kurkuma, room en kaas (van MELK)), uien-, tomaat-, kaaspoeder (van MELK), knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten.
